formula,aic,rSquare,warn
route ~ + children + distance + flowRate + modelYear + seatBelts,12.00000002,1,
route ~ + children + distance + income + lights,10.00000001,1,
route ~ + age + flowRate + lights + modelYear + travelTime,12.00000001,1,
route ~ + children + distance + lights + maritalStatus,10.00000001,1,
route ~ + children + distance + lights + travelTime,10.00000001,1,
route ~ + distance + flowRate + maritalStatus + modelYear,10.00000001,1,
route ~ + children + distance + lights + sex,10.00000001,1,
route ~ + children + distance + flowRate + modelYear + sex,12.00000001,1,
route ~ + children + distance + flowRate + income + passengers,12.00000006,1,
route ~ + distance + flowRate + modelYear + seatBelts,10.00000002,1,
route ~ + children + distance + lights + seatBelts,10.00000001,1,
route ~ + distance + lights + origin + passengers,10.00000001,1,
route ~ + distance + flowRate + maritalStatus + origin,10.00000001,1,
route ~ + age + flowRate + modelYear + passengers + travelTime,12.00000004,1,
route ~ + children + distance + lights + origin,10.00000001,1,
route ~ + distance + lights + seatBelts + sex,10.00000001,1,
route ~ + distance + lights + maritalStatus + travelTime,10.00000001,1,
route ~ + children + distance + flowRate + origin + seatBelts,12.00000001,1,
route ~ + distance + lights + passengers + travelTime,10.00000001,1,
route ~ + distance + flowRate + modelYear + sex + travelTime,12.00000001,1,
route ~ + distance + flowRate + income + sex,10.00000005,1,
route ~ + distance + lights + maritalStatus + seatBelts,10.00000001,1,
route ~ + age + distance + flowRate + origin,10.00000001,1,
route ~ + distance + lights + maritalStatus + origin,10.00000001,1,
route ~ + age + distance + flowRate + origin + passengers,12.00000001,1,
route ~ + distance + lights + maritalStatus + sex,10.00000001,1,
route ~ + distance + income + lights + seatBelts,10.00000001,1,
route ~ + distance + flowRate + income + passengers + seatBelts,12.00000005,1,
route ~ + distance + flowRate + income + modelYear + seatBelts,12.00000002,1,
route ~ + distance + lights + sex + travelTime,10.00000001,1,
route ~ + distance + lights + passengers + seatBelts,10.00000001,1,
route ~ + distance + flowRate + modelYear + passengers,10.00000001,1,
route ~ + distance + flowRate + origin + passengers + seatBelts,12.00000001,1,
route ~ + age + children + distance + flowRate + passengers,12.00000001,1,
route ~ + distance + lights + origin + seatBelts,10.00000001,1,
route ~ + distance + lights + maritalStatus + modelYear,10.00000001,1,
route ~ + distance + lights + modelYear + passengers,10.00000001,1,
route ~ + age + flowRate + income + modelYear + travelTime,12.00000003,1,
route ~ + age + distance + flowRate + passengers + sex,12.00000001,1,
route ~ + distance + lights + modelYear + travelTime,10.00000001,1,
route ~ + distance + flowRate + origin + seatBelts + sex,12.00000001,1,
route ~ + distance + flowRate + income + modelYear + sex,12.00000001,1,
route ~ + distance + flowRate + modelYear + origin,10.00000001,1,
route ~ + distance + lights + passengers + sex,10.00000001,1,
route ~ + children + distance + lights + modelYear,10.00000001,1,
route ~ + age + distance + flowRate + passengers + travelTime,12.00000001,1,
route ~ + distance + lights + seatBelts + travelTime,10.00000001,1,
route ~ + distance + flowRate + income + lights,10.00000001,1,
route ~ + children + distance + flowRate + maritalStatus + modelYear,12.00000001,1,
route ~ + children + distance + lights + maritalStatus + passengers,12.00000001,1,
route ~ + distance + income + lights + sex,10.00000001,1,
route ~ + age + distance + lights,8.000000004,1,
route ~ + distance + lights + modelYear + seatBelts,10.00000001,1,
route ~ + distance + income + lights + seatBelts + sex,12.00000001,1,
route ~ + children + distance + lights + seatBelts + sex,12.00000001,1,
route ~ + age + flowRate + lights + seatBelts + travelTime,12.00000005,1,
route ~ + distance + income + lights + maritalStatus + seatBelts,12.00000001,1,
route ~ + age + distance + flowRate + travelTime,10.00000001,1,
route ~ + distance + lights + maritalStatus + seatBelts + sex,12.00000001,1,
route ~ + distance + flowRate + lights + travelTime,10.00000001,1,
route ~ + distance + income + lights + maritalStatus,10.00000001,1,
route ~ + children + distance + lights + maritalStatus + travelTime,12.00000001,1,
route ~ + distance + lights + origin + sex,10.00000001,1,
route ~ + distance + flowRate + maritalStatus + origin + passengers,12.00000001,1,
route ~ + children + distance + lights + passengers + travelTime,12.00000001,1,
route ~ + children + distance + lights + maritalStatus + seatBelts,12.00000001,1,
route ~ + distance + lights + seatBelts + sex + travelTime,12.00000001,1,
route ~ + children + distance + lights + origin + passengers,12.00000001,1,
route ~ + children + distance + lights + maritalStatus + sex,12.00000001,1,
route ~ + children + distance + flowRate + maritalStatus + origin,12.00000001,1,
route ~ + distance + lights + passengers + seatBelts + sex,12.00000001,1,
route ~ + children + distance + income + lights + seatBelts,12.00000001,1,
route ~ + distance + flowRate + income + origin,10.00000002,1,
route ~ + children + distance + lights + passengers + seatBelts,12.00000001,1,
route ~ + distance + lights + modelYear + origin,10.00000001,1,
route ~ + distance + income + lights + maritalStatus + sex,12.00000001,1,
route ~ + children + distance + lights + sex + travelTime,12.00000001,1,
route ~ + distance + lights + maritalStatus + passengers + travelTime,12.00000001,1,
route ~ + age + distance + flowRate + sex + travelTime,12.00000001,1,
route ~ + distance + income + lights + sex + travelTime,12.00000001,1,
route ~ + distance + flowRate + origin + sex,10.00000004,1,
route ~ + distance + lights + maritalStatus + passengers + sex,12.00000001,1,
route ~ + distance + income + lights + passengers + seatBelts,12.00000001,1,
route ~ + distance + flowRate + modelYear + origin + travelTime,12.00000001,1,
route ~ + distance + lights + maritalStatus + origin + passengers,12.00000001,1,
route ~ + distance + income + lights + seatBelts + travelTime,12.00000001,1,
route ~ + distance + lights + modelYear + sex,10.00000001,1,
route ~ + children + distance + flowRate + income + origin,12.00000001,1,
route ~ + children + distance + flowRate + modelYear + passengers,12.00000001,1,
route ~ + distance + income + lights + origin,10.00000001,1,
route ~ + distance + flowRate + maritalStatus + modelYear + travelTime,12.00000001,1,
route ~ + children + distance + lights + passengers + sex,12.00000001,1,
route ~ + distance + lights + maritalStatus + seatBelts + travelTime,12.00000001,1,
route ~ + distance + lights + maritalStatus + passengers + seatBelts,12.00000001,1,
route ~ + children + distance + lights + seatBelts + travelTime,12.00000001,1,
route ~ + distance + flowRate + maritalStatus + origin + seatBelts,12.00000001,1,
route ~ + children + distance + lights + maritalStatus + origin,12.00000001,1,
route ~ + children + distance + lights + maritalStatus + modelYear,12.00000001,1,
route ~ + age + distance + flowRate + seatBelts,10.00000001,1,
route ~ + children + distance + flowRate + modelYear + origin,12.00000001,1,
route ~ + distance + lights + passengers + seatBelts + travelTime,12.00000001,1,
route ~ + distance + lights + origin + passengers + seatBelts,12.00000001,1,
route ~ + children + distance + lights + modelYear + passengers,12.00000001,1,
route ~ + age + distance + flowRate + origin + sex,12.00000001,1,
route ~ + distance + lights + maritalStatus + sex + travelTime,12.00000001,1,
route ~ + distance + flowRate + lights + maritalStatus,10.00000001,1,
route ~ + distance + flowRate + income + maritalStatus + modelYear,12.00000001,1,
route ~ + distance + lights + maritalStatus + modelYear + passengers,12.00000001,1,
route ~ + distance + income + lights + modelYear,10.00000001,1,
route ~ + distance + lights + origin + seatBelts + sex,12.00000001,1,
route ~ + children + distance + lights + modelYear + travelTime,12.00000001,1,
route ~ + children + distance + lights + modelYear + seatBelts,12.00000001,1,
route ~ + distance + income + lights + modelYear + seatBelts,12.00000001,1,
route ~ + distance + income + lights + passengers + sex,12.00000001,1,
route ~ + children + distance + flowRate + income + lights,12.00000001,1,
route ~ + distance + flowRate + maritalStatus + origin + travelTime,12.00000001,1,
route ~ + distance + flowRate + income + modelYear + passengers,12.00000001,1,
route ~ + distance + flowRate + maritalStatus + modelYear + passengers,12.00000001,1,
route ~ + distance + income + lights + travelTime,10.00000001,1,
route ~ + distance + flowRate + modelYear,8.000000027,1,
route ~ + distance + lights + modelYear + seatBelts + travelTime,12.00000001,1,
route ~ + distance + flowRate + lights + sex,10.00000001,1,
route ~ + age + distance + flowRate + income + passengers,12.00000001,1,
route ~ + age + distance + flowRate + maritalStatus,10.00000001,1,
route ~ + distance + lights + modelYear + passengers + travelTime,12.00000001,1,
route ~ + distance + lights + maritalStatus + modelYear + sex,12.00000001,1,
route ~ + distance + lights + maritalStatus + modelYear + travelTime,12.00000001,1,
route ~ + distance + lights + maritalStatus + origin + seatBelts,12.00000001,1,
route ~ + children + distance + income + lights + sex,12.00000001,1,
route ~ + distance + flowRate + modelYear + passengers + travelTime,12,1,
route ~ + age + children + distance + flowRate + income,12.00000001,1,
route ~ + children + distance + lights + origin + seatBelts,12.00000001,1,
route ~ + distance + flowRate + income + modelYear + origin,12.00000001,1,
route ~ + distance + flowRate + lights + seatBelts,10,1,
route ~ + children + distance + flowRate + income + modelYear,12.00000002,1,
route ~ + distance + flowRate + modelYear + passengers + seatBelts,12.00000001,1,
route ~ + children + distance + income + lights + maritalStatus,12.00000001,1,
route ~ + distance + lights + origin + passengers + sex,12.00000001,1,
route ~ + children + distance + flowRate + lights + travelTime,12.00000001,1,
route ~ + age + distance + flowRate + income + sex,12.00000001,1,
route ~ + children + distance + lights + origin + sex,12.00000001,1,
route ~ + age + distance + flowRate + income,10.00000001,1,
route ~ + distance + flowRate + lights + origin,10,1,
route ~ + distance + lights + modelYear + origin + passengers,12.00000001,1,
route ~ + distance + lights + modelYear + seatBelts + sex,12,1,
route ~ + distance + income + lights + passengers,10.00000001,1,
route ~ + distance + flowRate + income + sex + travelTime,12.00000004,1,
route ~ + distance + lights + passengers + sex + travelTime,12.00000001,1,
route ~ + distance + lights + modelYear + passengers + sex,12.00000001,1,
route ~ + distance + income + lights + maritalStatus + modelYear,12.00000001,1,
route ~ + distance + flowRate + origin + seatBelts + travelTime,12.00000001,1,
route ~ + age + distance + flowRate + income + travelTime,12.00000001,1,
route ~ + distance + flowRate + income + origin + seatBelts,12.00000001,1,
route ~ + age + distance + flowRate + maritalStatus + passengers,12.00000001,1,
route ~ + age + distance + flowRate + modelYear,10.00000001,1,
route ~ + age + distance + lights + modelYear,10,1,
route ~ + age + distance + flowRate + origin + travelTime,12.00000001,1,
route ~ + distance + lights + maritalStatus + origin + sex,12.00000001,1,
route ~ + distance + income + lights + maritalStatus + travelTime,12.00000001,1,
route ~ + distance + lights + maritalStatus + origin + travelTime,12.00000001,1,
route ~ + distance + income + lights + modelYear + travelTime,12.00000001,1,
route ~ + distance + flowRate + income + origin + travelTime,12.00000001,1,
route ~ + age + distance + flowRate + income + seatBelts,12.00000001,1,
route ~ + children + distance + income + lights + modelYear,12.00000001,1,
route ~ + children + distance + lights + modelYear + origin,12.00000001,1,
route ~ + age + distance + flowRate + maritalStatus + sex,12,1,
route ~ + distance + income + lights + maritalStatus + passengers,12.00000001,1,
route ~ + distance + lights + origin + seatBelts + travelTime,12.00000001,1,
route ~ + age + children + distance + lights,10,1,
route ~ + distance + income + lights + origin + passengers,12.00000001,1,
route ~ + distance + income + lights + passengers + travelTime,12.00000001,1,
route ~ + age + distance + flowRate + seatBelts + travelTime,12.00000001,1,
route ~ + children + distance + lights + modelYear + sex,12.00000001,1,
route ~ + age + distance + flowRate + income + origin,12.00000001,1,
route ~ + children + distance + flowRate + lights + maritalStatus,12.00000001,1,
route ~ + distance + flowRate + lights + passengers,10,1,
route ~ + children + distance + income + lights + origin,12.00000001,1,
route ~ + distance + lights + modelYear + origin + seatBelts,12,1,
route ~ + age + distance + lights + travelTime,10,1,
route ~ + distance + lights + maritalStatus + modelYear + seatBelts,12,1,
route ~ + distance + flowRate + modelYear + origin + passengers,12.00000001,1,
route ~ + distance + income + lights + origin + seatBelts,12,1,
route ~ + age + children + distance + flowRate + maritalStatus,12.00000001,1,
route ~ + distance + income + lights + modelYear + origin,12.00000001,1,
route ~ + children + distance + flowRate + lights + sex,12.00000001,1,
route ~ + distance + flowRate + lights + maritalStatus + travelTime,12,1,
route ~ + age + children + distance + flowRate + travelTime,12.00000001,1,
route ~ + distance + flowRate + income + lights + maritalStatus,12,1,
route ~ + distance + income + lights + modelYear + sex,12.00000001,1,
route ~ + distance + lights + modelYear + origin + sex,12.00000001,1,
route ~ + children + distance + income + lights + travelTime,12.00000001,1,
route ~ + distance + flowRate + income + lights + seatBelts,12,1,
route ~ + distance + flowRate + modelYear + origin + seatBelts,12.00000001,1,
route ~ + distance + flowRate + income + lights + travelTime,12.00000001,1,
route ~ + distance + flowRate + lights + modelYear,10,1,
route ~ + distance + income + lights + origin + sex,12.00000001,1,
route ~ + distance + flowRate + maritalStatus + modelYear + sex,12.00000001,1,
route ~ + distance + lights + maritalStatus + modelYear + origin,12.00000001,1,
route ~ + distance + lights + origin + travelTime,10.00000001,1,
route ~ + distance + flowRate + modelYear + seatBelts + sex,12.00000001,1,
route ~ + age + distance + lights + seatBelts,10,1,
route ~ + age + distance + flowRate + income + maritalStatus,12.00000001,1,
route ~ + distance + flowRate + lights + seatBelts + travelTime,12,1,
route ~ + children + distance + flowRate + lights + seatBelts,12,1,
route ~ + distance + lights + modelYear + sex + travelTime,12.00000001,1,
route ~ + distance + flowRate + passengers + seatBelts + sex,12.00000004,1,
route ~ + distance + flowRate + lights + passengers + travelTime,12,1,
route ~ + age + distance + flowRate + maritalStatus + travelTime,12.00000001,1,
route ~ + distance + flowRate + passengers + seatBelts + travelTime,12.00000004,1,
route ~ + age + children + distance + flowRate + modelYear,12.00000001,1,
route ~ + distance + lights + modelYear + origin + travelTime,12.00000001,1,
route ~ + distance + flowRate + lights + seatBelts + sex,12,1,
route ~ + age + children + distance + flowRate + seatBelts,12.00000001,1,
route ~ + distance + flowRate + income + lights + passengers,12,1,
route ~ + distance + income + lights + modelYear + passengers,12.00000001,1,
route ~ + children + distance + flowRate + lights + origin,12,1,
route ~ + distance + flowRate + maritalStatus + modelYear + seatBelts,12,1,
route ~ + children + distance + lights + origin + travelTime,12.00000001,1,
route ~ + distance + flowRate + lights + origin + sex,12,1,
route ~ + children + distance + income + lights + passengers,12.00000001,1,
route ~ + age + distance + flowRate + seatBelts + sex,12,1,
route ~ + distance + flowRate + maritalStatus + modelYear + origin,12.00000001,1,
route ~ + age + distance + income + lights,10,1,
route ~ + children + distance + flowRate + income + sex,12.00000004,1,
route ~ + age + distance + flowRate + modelYear + travelTime,12.00000001,1,
route ~ + age + distance + flowRate + maritalStatus + seatBelts,12.00000001,1,
route ~ + distance + flowRate + lights,8.00000001,1,
route ~ + distance + flowRate + income + modelYear + travelTime,12.00000002,1,
route ~ + distance + flowRate + lights + maritalStatus + seatBelts,12,1,
route ~ + distance + flowRate + lights + sex + travelTime,12.00000001,1,
route ~ + distance + flowRate + lights + maritalStatus + passengers,12,1,
route ~ + age + children + distance + flowRate + sex,12.00000001,1,
route ~ + distance + flowRate + lights + origin + travelTime,12,1,
route ~ + age + distance + flowRate + modelYear + seatBelts,12.00000001,1,
route ~ + distance + income + lights + origin + travelTime,12.00000001,1,
route ~ + age + distance + flowRate + income + modelYear,12.00000001,1,
route ~ + age + children + distance + lights + modelYear,12,1,
route ~ + age + distance + lights + origin + travelTime,12,1,
route ~ + children + distance + flowRate + lights + passengers,12,1,
route ~ + distance + income + lights + maritalStatus + origin,12.00000001,1,
route ~ + age + distance + lights + maritalStatus,10,1,
route ~ + distance + flowRate + income + origin + passengers,12.00000001,1,
route ~ + age + distance + lights + maritalStatus + origin,12,1,
route ~ + age + children + distance + lights + travelTime,12,1,
route ~ + distance + lights + origin + passengers + travelTime,12.00000001,1,
route ~ + distance + flowRate + lights + origin + seatBelts,12,1,
route ~ + children + distance + flowRate + lights + modelYear,12,1,
route ~ + age + distance + lights + modelYear + seatBelts,12,1,
route ~ + age + distance + flowRate + maritalStatus + modelYear,12,1,
route ~ + distance + flowRate + lights + maritalStatus + sex,12.00000001,1,
route ~ + age + distance + lights + maritalStatus + seatBelts,12,1,
route ~ + distance + flowRate + lights + passengers + seatBelts,12,1,
route ~ + distance + flowRate + modelYear + travelTime,10.00000003,1,
route ~ + age + distance + lights + sex,10,1,
route ~ + age + distance + income + lights + maritalStatus,12,1,
route ~ + age + distance + lights + origin + seatBelts,12,1,
route ~ + age + distance + lights + maritalStatus + modelYear,12,1,
route ~ + distance + flowRate + income + origin + sex,12.00000001,1,
route ~ + age + distance + lights + modelYear + travelTime,12,1,
route ~ + age + distance + income + lights + modelYear,12,1,
route ~ + distance + lights + modelYear + passengers + seatBelts,12,1,
route ~ + age + children + distance + income + lights,12,1,
route ~ + age + distance + income + lights + travelTime,12,1,
route ~ + age + children + distance + lights + seatBelts,12,1,
route ~ + age + distance + income + lights + seatBelts,12,1,
route ~ + distance + flowRate + lights + passengers + sex,12,1,
route ~ + distance + flowRate + income + lights + modelYear,12,1,
route ~ + distance + flowRate + lights + origin + passengers,12,1,
route ~ + children + distance + flowRate + modelYear,10.00000003,1,
route ~ + distance + flowRate + lights + maritalStatus + modelYear,12,1,
route ~ + age + distance + lights + modelYear + origin,12,1,
route ~ + age + children + distance + lights + maritalStatus,12,1,
route ~ + distance + flowRate + income + lights + origin,12,1,
route ~ + age + distance + flowRate + maritalStatus + origin,12.00000001,1,
route ~ + age + distance + flowRate + lights + origin,12,1,
route ~ + age + children + distance + flowRate + origin,12.00000001,1,
route ~ + age + distance + lights + passengers,10,1,
route ~ + age + distance + flowRate + passengers + seatBelts,12.00000001,1,
route ~ + distance + flowRate + lights + modelYear + travelTime,12,1,
route ~ + age + distance + lights + origin + passengers,12,1,
route ~ + age + distance + lights + maritalStatus + travelTime,12,1,
route ~ + age + children + distance + lights + sex,12,1,
route ~ + distance + flowRate + modelYear + origin + sex,12.00000001,1,
route ~ + age + distance + lights + sex + travelTime,12,1,
route ~ + age + distance + income + lights + origin,12,1,
route ~ + distance + lights + origin + sex + travelTime,12.00000001,1,
route ~ + age + distance + lights + seatBelts + travelTime,12,1,
route ~ + age + distance + flowRate + modelYear + sex,12,1,
route ~ + distance + flowRate + lights + modelYear + seatBelts,12,1,
route ~ + age + children + distance + lights + passengers,12,1,
route ~ + distance + flowRate + income + modelYear,10.00000003,1,
route ~ + age + distance + lights + origin,10,1,
route ~ + distance + flowRate + lights + modelYear + origin,12,1,
route ~ + age + distance + flowRate + modelYear + passengers,12.00000001,1,
route ~ + distance + flowRate + lights + modelYear + passengers,12,1,
route ~ + age + distance + income + lights + sex,12,1,
route ~ + age + distance + flowRate + lights,10,1,
route ~ + distance + flowRate + income + passengers,10.00000006,1,
route ~ + children + distance + flowRate + lights,10.00000001,1,
route ~ + age + distance + lights + modelYear + passengers,12,1,
route ~ + age + distance + lights + modelYear + sex,12,1,
route ~ + age + distance + income + lights + passengers,12,1,
route ~ + age + children + distance + lights + origin,12,1,
route ~ + age + distance + lights + passengers + seatBelts,12,1,
route ~ + age + distance + flowRate + lights + passengers,12,1,
route ~ + distance + flowRate + income + lights + sex,12.00000001,1,
route ~ + age + children + distance + flowRate + lights,12,1,
route ~ + age + distance + lights + seatBelts + sex,12,1,
route ~ + distance + flowRate + lights + maritalStatus + origin,12,1,
route ~ + distance + flowRate + lights + modelYear + sex,12,1,
route ~ + age + distance + lights + origin + sex,12,1,
route ~ + age + distance + lights + passengers + sex,12,1,
route ~ + age + distance + lights + passengers + travelTime,12,1,
route ~ + age + distance + flowRate + origin + seatBelts,12.00000001,1,
route ~ + age + distance + lights + maritalStatus + sex,12,1,
route ~ + age + distance + flowRate + modelYear + origin,12.00000001,1,
route ~ + distance + flowRate + modelYear + passengers + sex,12.00000001,1,
route ~ + age + distance + flowRate + lights + seatBelts,12,1,
route ~ + distance + flowRate + income + maritalStatus + origin,12.00000001,1,
route ~ + children + distance + flowRate + modelYear + travelTime,12.00000003,1,
route ~ + age + distance + lights + maritalStatus + passengers,12,1,
route ~ + age + distance + flowRate + lights + travelTime,12,1,
route ~ + age + distance + flowRate + income + lights,12,1,
route ~ + age + distance + flowRate + lights + modelYear,12,1,
route ~ + age + distance + flowRate + lights + maritalStatus,12,1,
route ~ + age + distance + flowRate + lights + sex,12,1,
route ~ + distance + flowRate + income + passengers + sex,12.00000005,1,
route ~ + distance + flowRate + maritalStatus + origin + sex,12.00000001,1,
route ~ + income + lights + seatBelts + sex + travelTime,42.5641663,0.40417,
route ~ + age + lights + origin + seatBelts,40.56014275,0.40425,
route ~ + income + lights + origin + passengers + sex,41.67361779,0.42153,
route ~ + distance + income + maritalStatus + passengers + seatBelts,31.64210604,0.61709,
route ~ + age + income + lights + maritalStatus + seatBelts,42.08137229,0.41358,
route ~ + children + distance + passengers + seatBelts,29.99585636,0.61019,
route ~ + age + children + lights + passengers + seatBelts,40.77483051,0.43905,
route ~ + children + flowRate + income + passengers + sex,29.49221273,0.659,
route ~ + children + flowRate + income + passengers,27.75399496,0.6539,
route ~ + age + lights + maritalStatus + seatBelts,40.84653769,0.39866,
route ~ + age + children + lights + maritalStatus + passengers,40.69514498,0.4406,
route ~ + distance + income + passengers,28.24631542,0.60531,
route ~ + age + lights + maritalStatus + origin + seatBelts,42.22187911,0.41084,
route ~ + children + distance + maritalStatus + passengers + seatBelts,31.63886135,0.61715,
route ~ + children + lights + origin + passengers + travelTime,41.89059131,0.4173,
route ~ + lights + passengers + seatBelts + sex + travelTime,41.02091826,0.43425,
route ~ + distance + income + seatBelts,29.67651752,0.57743,
route ~ + children + distance + passengers + seatBelts + travelTime,31.69644719,0.61603,
route ~ + children + distance + income + passengers + seatBelts,31.87438813,0.61256,
route ~ + lights + maritalStatus,39.53268495,0.3463,
route ~ + flowRate + income + passengers + seatBelts + sex,29.55241508,0.65783,
route ~ + children + lights + origin + seatBelts + travelTime,43.27032612,0.3904,
route ~ + flowRate + income + passengers + seatBelts,27.80867911,0.65283,
route ~ + flowRate + lights + seatBelts + travelTime,12.77258946,0.94595,
route ~ + lights + modelYear + origin + passengers + seatBelts,40.00546403,0.45405,
route ~ + flowRate + lights + passengers + seatBelts + travelTime,14.77258941,0.94595,
route ~ + children + flowRate + lights + seatBelts + travelTime,14.77258944,0.94595,
route ~ + income + lights + seatBelts + travelTime,42.13969408,0.37345,
route ~ + children + lights + maritalStatus + origin + travelTime,43.17891036,0.39218,
route ~ + flowRate + lights + maritalStatus + seatBelts + travelTime,14.77258884,0.94595,
route ~ + lights + maritalStatus + origin + seatBelts + travelTime,43.20390037,0.3917,
route ~ + flowRate + lights + origin + seatBelts + sex,14.77258883,0.94595,
route ~ + flowRate + income + lights + origin + sex,14.77258883,0.94595,
route ~ + lights + origin + passengers + seatBelts + sex,41.73072956,0.42042,
route ~ + flowRate + lights + origin + travelTime,12.77258882,0.94595,
route ~ + children + flowRate + lights + origin + travelTime,14.77258882,0.94595,
route ~ + flowRate + lights + origin + passengers + travelTime,14.77258882,0.94595,
route ~ + flowRate + lights + origin + seatBelts + travelTime,14.77258879,0.94595,
route ~ + flowRate + lights + maritalStatus + origin + travelTime,14.77258882,0.94595,
route ~ + age + lights + maritalStatus + passengers + sex,40.82367881,0.4381,
route ~ + income + lights + maritalStatus + modelYear + seatBelts,40.65021397,0.44148,
route ~ + income + lights + maritalStatus + passengers + travelTime,42.22043454,0.41087,
route ~ + income + lights + maritalStatus + travelTime,42.11194785,0.374,
route ~ + lights + passengers + travelTime,39.25021923,0.39079,
route ~ + children + lights + modelYear + origin + seatBelts,40.68975415,0.44071,
route ~ + distance + income + maritalStatus + seatBelts,31.59105196,0.57909,
route ~ + distance + income + origin + passengers + seatBelts,31.6913596,0.61613,
route ~ + lights + maritalStatus + seatBelts + sex + travelTime,42.59835659,0.4035,
route ~ + children + income + lights + travelTime,42.13315742,0.37358,
route ~ + age + children + lights + maritalStatus + seatBelts,41.91108922,0.4169,
route ~ + children + lights + maritalStatus + travelTime,42.07237847,0.37477,
route ~ + distance + passengers + seatBelts,28.27683974,0.60471,
route ~ + children + lights + modelYear + origin + passengers,40.03373229,0.4535,
route ~ + age + children,51.91501892,0.10491,
route ~ + age + lights + passengers + seatBelts + travelTime,41.07892839,0.43312,
route ~ + lights + passengers + sex,39.15128479,0.39272,
route ~ + children + flowRate + income + passengers + seatBelts,29.73145886,0.65433,
route ~ + lights + maritalStatus + seatBelts + travelTime,42.113337,0.37397,
route ~ + lights + maritalStatus + origin + passengers + sex,41.79814986,0.4191,
route ~ + children + lights + origin + seatBelts + sex,43.07971823,0.39412,
route ~ + age + children + modelYear + seatBelts + sex,52.64451887,0.20766,
route ~ + age + income + modelYear + seatBelts,51.78386958,0.18545,
route ~ + age + lights + maritalStatus + passengers + seatBelts,41.27805417,0.42924,
route ~ + income + lights + maritalStatus + origin,42.40151196,0.36835,
route ~ + income + lights + maritalStatus + sex + travelTime,42.65830018,0.40233,
route ~ + lights + modelYear + passengers + seatBelts,38.67508074,0.44099,
route ~ + children + lights + origin + passengers + sex,41.85935301,0.41791,
route ~ + income + lights + sex,40.45299683,0.36735,
route ~ + lights + maritalStatus + origin + seatBelts + sex,43.08237956,0.39407,
route ~ + lights + maritalStatus + origin + passengers,41.06644357,0.39438,
route ~ + income + lights + maritalStatus + origin + sex,43.10907973,0.39355,
route ~ + children + income + lights + seatBelts + travelTime,43.8929963,0.37826,
route ~ + children + lights + passengers + travelTime,41.00777044,0.39552,
route ~ + children + lights + modelYear + passengers,38.68332911,0.44083,
route ~ + children + lights + modelYear + seatBelts,39.34511246,0.42793,
route ~ + children + income + lights + modelYear + passengers,40.46348464,0.44512,
route ~ + lights + origin + passengers + seatBelts + travelTime,42.04851656,0.41422,
route ~ + income + lights + maritalStatus + origin + seatBelts,44.08005804,0.37462,
route ~ + income + lights + origin + passengers + seatBelts,42.93644288,0.39691,
route ~ + age + lights + passengers + seatBelts + sex,41.0213145,0.43425,
route ~ + distance + income + passengers + seatBelts,30.24619288,0.60531,
route ~ + children + income + lights + modelYear + seatBelts,41.13781966,0.43197,
route ~ + lights + maritalStatus + origin + seatBelts,42.40120538,0.36836,
route ~ + lights + origin + passengers,39.58765646,0.38422,
route ~ + income + lights + modelYear + passengers + seatBelts,40.47060512,0.44498,
route ~ + children + lights + sex,40.46211244,0.36717,
route ~ + income + lights + seatBelts,41.26037653,0.35161,
route ~ + income + lights + passengers + travelTime,41.06940613,0.39432,
route ~ + income + lights + seatBelts + sex,42.20596915,0.37216,
route ~ + income + lights,39.62077996,0.34458,
route ~ + children + lights + maritalStatus + origin + passengers,42.90464521,0.39753,
route ~ + age + lights + maritalStatus + seatBelts + sex,42.30079131,0.4093,
route ~ + lights + maritalStatus + passengers + seatBelts + travelTime,42.41022825,0.40717,
route ~ + children + lights + maritalStatus + origin + sex,43.2457485,0.39088,
route ~ + lights + maritalStatus + sex,40.4628603,0.36715,
route ~ + age + children + income + modelYear + seatBelts,52.59172728,0.20869,
route ~ + children + lights + origin,40.76915921,0.36118,
route ~ + age + lights + origin + passengers + seatBelts,41.30491061,0.42872,
route ~ + income + lights + maritalStatus + origin + passengers,42.87197026,0.39817,
route ~ + income + lights + maritalStatus + seatBelts + travelTime,43.96235723,0.37691,
route ~ + income + lights + passengers + seatBelts + travelTime,42.82277241,0.39913,
route ~ + children + lights + maritalStatus + passengers + travelTime,42.41454791,0.40708,
route ~ + children + income + lights + maritalStatus + origin,44.31818497,0.36997,
route ~ + age + lights + passengers + seatBelts,39.9116,0.41689,
route ~ + lights + passengers + seatBelts + sex,40.98740225,0.39592,
route ~ + lights + passengers + seatBelts + travelTime,41.11650816,0.3934,
route ~ + children + lights + maritalStatus + origin,42.54029429,0.36564,
route ~ + income + lights + origin + passengers,41.36940292,0.38847,
route ~ + children + lights + passengers + seatBelts + travelTime,42.86204273,0.39836,
route ~ + children + income + lights + origin + seatBelts,44.19247276,0.37243,
route ~ + age + modelYear + seatBelts + sex,52.15906836,0.17813,
route ~ + children + lights + seatBelts + sex,42.24205247,0.37146,
route ~ + children + lights + maritalStatus + seatBelts + travelTime,43.948748,0.37718,
route ~ + children + lights,39.64445716,0.34412,
route ~ + lights + maritalStatus + origin + passengers + seatBelts,42.93641315,0.39691,
route ~ + lights + origin + passengers + seatBelts,41.37573159,0.38835,
route ~ + children + income + lights + passengers + travelTime,42.88250442,0.39796,
